,biomass,gas,hydro,other_fossil,solar,wind_onshore,LV -> LT,PL -> LT,SE -> LT,demand,LT -> LV,LT -> PL,LT -> SE,mismatch
97,50.14,45.38,76.4,38.97,0.0,260.3,794.0,0.0,0.0,1093.77,0.0,0.02,171.4,5.684341886080802e-14
98,50.44,45.49,76.41,39.11,0.0,254.81,832.0,71.96,0.0,1073.92,0.0,0.0,296.3,-5.684341886080802e-14
99,51.03,45.67,76.24,39.02,0.0,277.94,731.0,0.0,0.0,1039.6000000000001,0.0,0.0,181.3,-5.684341886080802e-14
100,51.6,45.76,105.45,38.89,0.0,295.0,770.0,65.84,0.0,1047.84,0.0,0.0,324.7,5.684341886080802e-14
101,51.77,45.76,105.42,39.77,0.0,319.05,775.0,3.77,0.0,1267.44,0.0,0.0,73.1,-8.526512829121202e-14
102,51.96,45.75,105.38,39.12,1.07,346.43,738.5,0.0,0.0,1263.5900000000001,0.0,1.62,63.0,-1.1368683772161603e-13
103,51.8,45.76,105.41,38.61,1.62,334.76,943.5,0.0,0.0,1148.69,0.0,317.87,54.9,0.0
104,51.81,45.68,105.43,38.52,2.99,342.07,943.5,0.0,62.3,1106.93,0.0,485.37,0.0,-1.1368683772161603e-13
105,51.8,45.6,105.39,38.58,3.32,356.58,1037.5,0.0,0.0,1084.2000000000003,0.0,485.77,68.8,-2.2737367544323206e-13
106,52.08,45.74,105.39,38.94,3.4,351.49,990.5,0.0,0.0,1050.7799999999997,0.0,486.76,50.0,2.2737367544323206e-13
107,51.98,45.71,105.4,37.92,2.06,294.24,1007.5,0.0,0.0,1025.58,0.0,487.43,31.8,0.0
108,51.89,45.03,105.38,37.78,0.56,292.56,1009.5,0.0,0.0,1002.99,0.0,487.71,52.0,0.0
109,52.11,45.22,105.39,37.97,0.01,362.41,823.5,0.0,55.7,994.38,0.0,487.93,0.0,-5.684341886080802e-14
110,51.92,45.25,105.37,38.13,0.0,376.94,884.5,0.0,33.2,1047.9699999999998,0.0,487.34,0.0,1.7053025658242404e-13
111,51.9,45.29,105.38,38.54,0.0,388.95,1003.0,0.0,0.0,1081.65,0.0,486.81,64.6,-1.1368683772161603e-13
112,51.91,45.38,105.42,39.55,0.0,384.26,1030.5,0.0,0.0,1104.5499999999997,0.0,487.07,65.4,2.2737367544323206e-13
113,51.76,44.89,105.4,39.18,0.0,384.28,967.5,0.0,0.0,1074.55,0.0,487.06,31.4,0.0
114,51.75,45.33,105.38,39.21,0.0,328.17,835.5,0.0,134.3,1052.4899999999998,0.0,487.15,0.0,1.1368683772161603e-13
115,51.45,45.38,105.43,39.43,0.0,275.16,858.5,0.0,108.2,996.3700000000002,0.0,487.18,0.0,-5.684341886080802e-14
116,51.18,45.43,105.38,39.07,0.0,218.25,755.5,0.0,249.4,976.9900000000001,0.0,487.22,0.0,-1.1368683772161603e-13
117,50.78,45.37,105.41,39.37,0.0,163.2,801.0,0.0,31.8,749.6899999999998,0.0,487.24,0.0,0.0
118,50.67,45.45,105.42,38.45,0.0,194.7,726.0,0.0,0.0,667.3600000000002,0.0,202.63,290.7,-1.7053025658242404e-13
119,50.63,45.58,36.0,39.29,0.0,175.56,605.5,0.0,0.0,699.06,0.0,0.0,253.5,0.0
120,50.65,45.71,33.06,40.13,0.0,221.47,587.5,0.0,0.0,753.8199999999999,0.0,0.0,224.7,5.684341886080802e-14
121,50.57,45.47,33.03,39.85,0.0,247.41,597.0,0.0,0.0,760.49,0.0,0.24,252.6,-8.526512829121202e-14
122,50.6,45.7,33.05,39.61,0.0,240.96,617.0,0.0,0.0,797.78,0.0,0.24,228.9,8.526512829121202e-14
123,51.29,45.81,33.02,39.63,0.0,295.15,591.5,0.0,0.0,889.5100000000002,0.0,0.29,166.6,-1.1368683772161603e-13
124,51.44,45.68,76.28,39.19,0.0,273.78,639.5,0.0,0.0,971.06,0.0,0.11,154.7,-5.684341886080802e-14
125,51.75,45.63,96.54,39.23,0.0,187.7,672.5,0.0,0.0,1086.3,0.0,0.45,6.6,-4.529709940470639e-14
126,51.82,45.87,96.53,39.18,0.21,183.09,716.0,0.0,1.3,1133.51,0.0,0.49,0.0,9.103828801926284e-15
127,52.16,45.94,96.57,39.21,1.33,139.54,652.5,0.0,161.6,1188.36,0.0,0.49,0.0,9.103828801926284e-15
128,51.96,46.0,96.62,39.27,3.97,143.28,728.0,0.0,59.4,1167.03,0.0,1.47,0.0,2.731148640577885e-14
129,51.97,45.94,96.61,39.84,5.56,114.68,850.5,0.0,62.8,1094.46,0.0,173.44,0.0,5.684341886080802e-14
130,52.07,46.02,135.48,38.66,4.09,89.89,921.0,0.0,258.5,1063.45,0.0,482.26,0.0,0.0
131,52.12,46.24,114.89,38.09,4.25,106.22,938.0,0.0,219.6,1033.4199999999998,0.0,485.99,0.0,0.0
132,51.92,46.1,100.77,38.02,6.09,91.89,925.5,0.0,245.6,1019.9599999999998,0.0,485.93,0.0,5.684341886080802e-14
133,51.7,46.08,96.59,38.08,0.09,108.96,879.0,0.0,303.4,1037.92,0.0,485.98,0.0,0.0
